lead_id,company,offer_name,sku,monthly_fee,setup_fee,neteller_link,entry_diagnostic
NPI-1043411275,"ALTERNATIVE PHYSICAL MEDICINE, INC.",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1023530086,BRAIN TO BODY CHIROPRACTIC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1346737749,"CEDA ORTHOPEDIC GROUP, LLC.",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1205260965,"CHIROCARE OF FLORIDA, INC.",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1609820406,AVECINA HEALTH CARE INC.,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1164715165,AUSTIN ATLAS ORTHOGONAL CHIROPRACTIC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1003141078,AMERICAN CHIROPRACTIC CLINIC - AUSTIN LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1063026870,AUSTIN CHIROPRACTIC AND REHAB LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1285997817,CITY LIMITS CHIROPRACTIC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1184970865,ADVANCED CHIROPRACTIC CLINIC PC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1922541713,CORAL MEDICAL CENTER CORP.,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1811308869,AMAZING CHIROPRACTIC INC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1144576679,ABSOLUTE CHIROPRACTIC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1942062674,CHIROPRACTIC AND MOVEMENT STUDIO LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1861784696,ACCIDENT & WORK INJURY CLINIC PA,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1609592005,ASBY HEALTH LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1265442156,"ASSOCIATED CHIROPRACTIC PROFESSIONALS, P.A.",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1629427471,URGENT CARE TRAVEL INC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1063379816,SMART LABS LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1407224850,"CD URGENT CARE CENTER 5, PLLC",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1558762690,MEDHEALTH,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1013643279,CITRA PHYSICIAN SERVICES PLLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1699384115,DG EDWARDS PLLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1518250356,CONVENIENT CARE LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1497848477,CONVENIENT CARE LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1487024618,LAKE URGENT CARE ASCENSION LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1841952918,"PEDIATRIC CARE FOR KIDS, PA",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1184375602,ESPINOZA SLEEP CENTER & MINOR EMERGENCY CARE,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1750174017,"EMRD VENTURES, PLLC",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1851048185,NEXT LEVEL MV LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1396251781,"MEDEXPRESS URGENT CARE TEXAS, P.A.",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1053913723,NATIVE HEALTHCARE CENTER,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1235773334,NEXT GEN PREVENTIVE CARE LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1245632025,BEAMER PHYSICIANS PA,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1902550676,INSIGHT URGENT CARE PLLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1518623164,TRUE HEALTHCARE SOLUTIONS INC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1144105248,NEW HEALTH MD URGENT CARE LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1144875642,INNOVISTA MEDICAL CENTER OF TEXAS PA,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1982167086,MY EMERGENT CARE,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1881286201,CARE ON WHEELS,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1578941217,"GUIDEWELL SANITAS I, LLC",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1710513494,TOTAL URGENT CARE,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1144766635,HEALTHY MINORS LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1437400967,LOURDES AFTER HOURS LLC - BREAUX BRIDGE,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1669774923,LOURDES AFTER HOURS LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1568285195,TOTAL POINT - DESOTO LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1235128646,BAPTIST PHYSICIAN ASSOCIATES LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1053926477,TEXAS HEALTH URGENT CARE,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1104788298,PURELIFE MEDICAL SUPPLY LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1023571528,"HEALTH CHOICE URGENT CARE, LLC",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1346995024,RELIANT MD MEDICAL ASSOCIATES PLLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1144365248,"COMPREHENSIVE URGENT CARE, PA",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1144371493,"UCP PHYSICIANS OF CENTRAL TEXAS, PLLC",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1003271800,TMC PROVIDER GROUP PLLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1629551114,"MEDSPRING OF TEXAS, PA",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1982975504,AMERICAN CURRENT CARE PA,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1699140343,EXPRESSMD URGENT CARE PLLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1770975435,"MEDSPRING OF TEXAS, PA",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1477155331,CARBON HEALTH MEDICAL GROUP OF FLORIDA PA,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1275013955,"CHILDREN'S HEALTH PM URGENT CARE, PLLC",AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1336334051,NORTHWEST HOSPITAL LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1487607784,NORTHWEST HOSPITAL LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1386697688,ORO VALLEY HOSPITAL LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1447447891,ORO VALLEY HOSPITAL LLC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1033195474,MD NOW MEDICAL CENTERS INC,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
NPI-1912537184,NUCH OF TEXAS,AI Autonomous Operations & Inbound Intake Agent,AI-ASSISTANT-VIP-RETAINER,2000.0,1000.0,https://member.neteller.com/pay?email=abdelshafyclapps%40gmail.com&account=4599228811&amount=2000.00&currency=USD&item=AI-ASSISTANT-VIP-RETAINER,15-Minute Operational Workflow & Lead Leakage Audit
